Algorithm;Map-Filename;Path-Length;Visited-Cubes;Max-Queue-Size;Runtime;Found-Goal;Memory-Used;Count-Of-Memory-Allocations;Average-Allocation-Size
Dijkstra;512x512_Map_10_Space_8.txt;2507.0;203969.0;190.0;5.678874399990309;1.0;25240.80068359375;393356.8;65.70772372234431
Dijkstra;512x512_Map_10_Space_16.txt;3357.0;241378.0;191.0;6.721367829991505;1.0;28779.5759765625;478279.4;61.61730116889407
Greedy-BeFs;512x512_Map_1_Space_1.txt;5171.0;36015.0;192.0;0.9486621100106276;1.0;5214.30546875;74339.5;71.82519500833172
Greedy-BeFs;512x512_Map_1_Space_2.txt;4005.0;80251.0;1466.0;2.003964370000176;1.0;10493.29599609375;143868.2;74.68735511340448
Greedy-BeFs;512x512_Map_1_Space_4.txt;3883.0;48404.0;1582.0;1.2668576000374743;1.0;6458.7337890625;104102.7;63.53095037500797
Greedy-BeFs;512x512_Map_1_Space_8.txt;2155.0;44946.0;1657.0;1.2007550300098955;1.0;6636.95771484375;112801.7;60.249489003794324
Greedy-BeFs;512x512_Map_1_Space_16.txt;4301.0;143784.0;1742.0;3.920936240023002;1.0;16218.112890625;279071.2;59.509356986304155
Greedy-BeFs;512x512_Map_2_Space_1.txt;4343.0;48502.0;181.0;1.2730204199790023;1.0;6076.42109375;92697.7;67.1241633387146
Greedy-BeFs;512x512_Map_2_Space_2.txt;4467.0;67678.0;1401.0;1.6909498999943025;1.0;8302.48583984375;148624.8;57.20273954531655
Greedy-BeFs;512x512_Map_2_Space_4.txt;3543.0;37563.0;1534.0;0.9694256400107406;1.0;4886.43828125;62084.7;80.59495458603917
Greedy-BeFs;512x512_Map_2_Space_8.txt;4051.0;70345.0;1860.0;1.8795768700074404;1.0;7910.9375;133901.9;60.49802187771974
Greedy-BeFs;512x512_Map_2_Space_16.txt;3039.0;52914.0;1991.0;1.4306525000021793;1.0;7016.93544921875;118497.9;60.63687137298602
Greedy-BeFs;512x512_Map_3_Space_1.txt;4291.0;45390.0;182.0;1.2048375600134023;1.0;6491.6111328125;108329.5;61.362878579380606
Greedy-BeFs;512x512_Map_3_Space_2.txt;3997.0;67858.0;1368.0;1.6917855900130234;1.0;7873.74296875;134949.9;59.74597168372394
Greedy-BeFs;512x512_Map_3_Space_4.txt;4999.0;36985.0;1507.0;0.9623685699887574;1.0;5474.890234375;80967.2;69.24146775583313
Greedy-BeFs;512x512_Map_3_Space_8.txt;4139.0;134446.0;1829.0;3.623310159961693;1.0;15296.46572265625;256523.1;61.06109321010736
Greedy-BeFs;512x512_Map_3_Space_16.txt;2351.0;75582.0;1698.0;2.052326260006521;1.0;8917.36962890625;162694.6;56.12593510919478
Greedy-BeFs;512x512_Map_4_Space_1.txt;4987.0;28818.0;187.0;0.7607690000091679;1.0;4540.70615234375;58186.4;79.91013986506579
Greedy-BeFs;512x512_Map_4_Space_2.txt;3737.0;112644.0;1399.0;2.8311609800090083;1.0;13580.180859375;218403.6;63.67159351119519
Greedy-BeFs;512x512_Map_4_Space_4.txt;4447.0;91204.0;1574.0;2.4025476800045;1.0;12023.98310546875;184427.8;66.76086094562308
Greedy-BeFs;512x512_Map_4_Space_8.txt;3767.0;100775.0;1718.0;2.7027409399976023;1.0;12990.67392578125;208201.4;63.89222260249613
Greedy-BeFs;512x512_Map_4_Space_16.txt;4099.0;98695.0;1764.0;2.688812959997449;1.0;12334.101953125;188723.3;66.92401206280047
Greedy-BeFs;512x512_Map_5_Space_1.txt;5455.0;21474.0;183.0;0.5663310599979013;1.0;3639.21787109375;34687.7;107.43172565689119
Greedy-BeFs;512x512_Map_5_Space_2.txt;3653.0;58588.0;1393.0;1.468773909995798;1.0;7573.48125;132397.0;58.575683876661344
Greedy-BeFs;512x512_Map_5_Space_4.txt;3781.0;56455.0;1641.0;1.4760096100042575;1.0;6904.2005859375;112263.5;62.97596020383891
Greedy-BeFs;512x512_Map_5_Space_8.txt;3293.0;107686.0;1717.0;2.8920246400055474;1.0;13088.3544921875;206258.4;64.97905124287584
Greedy-BeFs;512x512_Map_5_Space_16.txt;3201.0;52029.0;1446.0;1.4130118000204674;1.0;6091.47607421875;89956.5;69.3409764073937
Greedy-BeFs;512x512_Map_6_Space_1.txt;6623.0;45082.0;181.0;1.1916761599946768;1.0;6230.528515625;99711.2;63.98540451666811
Greedy-BeFs;512x512_Map_6_Space_2.txt;4703.0;51738.0;1361.0;1.3004527199896985;1.0;6539.69677734375;104082.7;64.3396986305853
Greedy-BeFs;512x512_Map_6_Space_4.txt;2789.0;23793.0;1610.0;0.6121429100167006;1.0;4190.00302734375;50251.0;85.3826472574385
Greedy-BeFs;512x512_Map_6_Space_8.txt;3835.0;54718.0;1890.0;1.4581820100080223;1.0;6305.08271484375;94217.8;68.52638061419461
Greedy-BeFs;512x512_Map_6_Space_16.txt;2941.0;181240.0;1791.0;4.986139940004795;1.0;23855.0724609375;364608.4;66.99679504810847
Greedy-BeFs;512x512_Map_7_Space_1.txt;5023.0;32062.0;170.0;0.843584899965208;1.0;4811.261328125;64420.4;76.47782581767288
Greedy-BeFs;512x512_Map_7_Space_2.txt;4071.0;47044.0;1471.0;1.1703608199837618;1.0;6278.83251953125;99450.5;64.65050005450917
Greedy-BeFs;512x512_Map_7_Space_4.txt;5709.0;57187.0;1620.0;1.486996560008265;1.0;6710.82802734375;105108.7;65.37886980814355
Greedy-BeFs;512x512_Map_7_Space_8.txt;4633.0;81479.0;1858.0;2.1746020100195893;1.0;10887.6005859375;155150.6;71.85858781966557
Greedy-BeFs;512x512_Map_7_Space_16.txt;3189.0;39332.0;1522.0;1.060961000015959;1.0;5633.85966796875;84768.9;68.05647574758503
Greedy-BeFs;512x512_Map_8_Space_1.txt;4547.0;54356.0;204.0;1.4416153700090946;1.0;6620.60615234375;105725.0;64.12391366034512
Greedy-BeFs;512x512_Map_8_Space_2.txt;3553.0;67562.0;1393.0;1.6893598200171254;1.0;8114.59580078125;143010.0;58.10325265634183
Greedy-BeFs;512x512_Map_8_Space_4.txt;3105.0;51169.0;1593.0;1.3317087500006892;1.0;6420.44365234375;101011.9;65.08673122717863
Greedy-BeFs;512x512_Map_8_Space_8.txt;5645.0;177873.0;1828.0;4.792487649980467;1.0;23735.71240234375;362656.4;67.0203793971289
Greedy-BeFs;512x512_Map_8_Space_16.txt;2967.0;98603.0;1715.0;2.6795489800046197;1.0;12491.14873046875;194067.3;65.90979731125222
Greedy-BeFs;512x512_Map_9_Space_1.txt;4091.0;35458.0;185.0;0.937601959973108;1.0;5519.71806640625;84822.3;66.63567826187852
Greedy-BeFs;512x512_Map_9_Space_2.txt;4309.0;27948.0;1401.0;0.6914191900170408;1.0;4292.9095703125;50144.3;87.66579193127606
Greedy-BeFs;512x512_Map_9_Space_4.txt;4341.0;54361.0;1610.0;1.4117384099867194;1.0;6613.894921875;104444.8;64.84409446133712
Greedy-BeFs;512x512_Map_9_Space_8.txt;3863.0;60601.0;1851.0;1.6163910200120881;1.0;7239.95361328125;119748.5;61.91069387627074
Greedy-BeFs;512x512_Map_9_Space_16.txt;6423.0;129932.0;1861.0;3.5583883799961766;1.0;15646.25146484375;270581.7;59.21228789150406
Greedy-BeFs;512x512_Map_10_Space_1.txt;6895.0;36267.0;178.0;0.9610361699946225;1.0;5385.32431640625;79077.4;69.73638803811397
Greedy-BeFs;512x512_Map_10_Space_2.txt;3801.0;22618.0;1449.0;0.5598273000214249;1.0;3959.599609375;43566.2;93.06827635207301
Greedy-BeFs;512x512_Map_10_Space_4.txt;4387.0;65772.0;1582.0;1.7145565899903885;1.0;7956.79814453125;138882.4;58.666622700074086
Greedy-BeFs;512x512_Map_10_Space_8.txt;2965.0;57465.0;1564.0;1.5365985300042666;1.0;7023.86376953125;115621.9;62.206524365220275
Greedy-BeFs;512x512_Map_10_Space_16.txt;4317.0;110474.0;2072.0;3.011070780002046;1.0;13797.73876953125;226407.6;62.40463940592732
